해시태그,정규가중치
금융,1.165947430364849
산업,0.9493919183993722
활성화,0.4550804236955669
자동차,1.0733621027854061
공장,1.0733621027854061
메모리,0.3923107100823852
연산,0.3923107100823852
데이터,0.3923107100823852
기술,0.3923107100823852
업체,0.8646528050215772
대하,1.1063162024323265
개발,0.8646528050215772
시리즈,0.3005100039231071
울트라,0.3005100039231071
대비,0.3005100039231071
경영,1.052961945861122
진단,1.052961945861122
삼성,1.052961945861122
지원,0.4590035307963907
주식,0.4252648097293056
가전,0.7814829344841113
매직,0.7814829344841113
지난해,0.7814829344841113
매출,0.9391918399372302
시장,0.27226363279717536
뉴욕,0.5319733228717144
차량,0.2518634758728914
업계,0.2518634758728914
말하,0.2518634758728914
지하철,0.22754021184778345
와이,0.22754021184778345
파이,0.22754021184778345
서울,0.22754021184778345
베스트,0.2942330325617889
증권,0.6347587289132993
방송,0.2942330325617889
점유율,0.33189486072969787
비디아,0.33189486072969787
지주,0.7752059631227932
종목,0.7752059631227932
평가,0.7752059631227932
하이닉스,0.2652020400156924
왼쪽,0.7328364064338956
증시,0.3554335033346411
주가,0.8262063554335033
전날,0.4354648881914476
중국,0.6535896429972538
